rid,complete,start,end,duration,uniq,qra,qcheck,q1t,q1a,q1t2,q1b,q2t,q2a,q2t2,q2b,q3t,q3a,q3t2,q3b,q4t,q4a,q4t2,q4b,q5t,q5a,q5t2,q5b,q6t,q6a,q6t2,q6b,q7t,q7a,q7t2,q7b,q8t,q8a,q8t2,q8b,q9t,q9a,q9t2,q9b,q10t,q10a,q10t2,q10b,q11t,q11a,q11t2,q11b,q12t,q12a,q12t2,q12b,q13t,q13a,a13t2,q13b,q14t,q14a,q14t2,q14b,q15t,q15a,q15t2,q15b,q16t,q16a,q16t2,q16b,q17t,q17a,q17t2,q17b,q18t,q18a,q18t2,q18b
585,COMPLETED,10/9/2009 17:27,10/9/2009 17:28,78,1r137662,1,5,1255134490,2,29,I want to die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,COMPLETED,10/9/2009 17:28,10/9/2009 17:30,152,1r7682,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134618,1,20,love probability and statistics and life reasons always gives best results,,,,
587,COMPLETED,10/9/2009 17:28,10/9/2009 17:32,266,1r4031944,4,3,,,,,,,,,,,,,1255134577,1,188,"option b was a probability that 400 people would die, with a fudge factor of 10%, between 360 -440 people could die. option a was exact 401.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,COMPLETED,10/9/2009 17:29,10/9/2009 17:31,141,1r4035832,4,5,,,,,,,,,,,,,1255134634,1,59,"I'D TAKE A CHANCE THAT 401 OR LESS MIGHT DIE, RATHER THAN THE CHANCE THAT 600 WOULD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,COMPLETED,10/9/2009 17:30,10/9/2009 17:31,97,1r3787350,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134669,1,32,I will always opt for a zero death possibility.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,COMPLETED,10/9/2009 17:30,10/9/2009 17:31,80,1r1932118,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134669,2,34,seems like a safer outcome with #2 that more lives would be saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,COMPLETED,10/9/2009 17:30,10/9/2009 17:32,75,1r2755151,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255134676,1,45,It is better that at least SOME people be saved.  I'm risk averse and would not feel right if I chose the option that may allow all 600 to die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,COMPLETED,10/9/2009 17:31,10/9/2009 17:33,126,1r1752502,5,7,,,,,,,,,,,,,,,,,1255134731,1,66,"no guarantee the 2nd plan would save anyone, at least 1st one would save lives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,COMPLETED,10/9/2009 17:31,10/9/2009 17:33,160,1r3673925,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134778,1,54,It seems right to save as many people as possible.,,,,
595,COMPLETED,10/9/2009 17:31,10/9/2009 17:33,133,1r1277524,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134795,1,31,it just seemed the right thing to do,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,COMPLETED,10/9/2009 17:32,10/9/2009 17:33,110,1r4004510,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134806,1,28,There's the probability that more people will be saved under Program A.,,,,
597,COMPLETED,10/9/2009 17:32,10/9/2009 17:33,59,1r4053262,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134772,2,20,Because there is a chance that no one will die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,COMPLETED,10/9/2009 17:32,10/9/2009 17:36,241,1r3645166,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134952,2,48,Well I thing this is a better choice because there is a percentage that no one dies.,,,,,,,,,,,,,,,,,,,,,,,,
599,COMPLETED,10/9/2009 17:32,10/9/2009 17:34,93,1r2622834,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134844,1,24,You more likely to loose 200 less people.,,,,,,,,
600,COMPLETED,10/9/2009 17:34,10/9/2009 17:37,187,1r3992419,6,5,,,,,,,,,,,,,,,,,,,,,1255134990,2,77,"It seems reasonable that you shouldn't accept the loss of lives, and that you should try to save all of them.  Even at the risk of losing all 600.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,COMPLETED,10/9/2009 17:34,10/9/2009 17:36,93,1r2294595,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134953,2,37,If you take the first program all 600 people will die-you have better odds of living with the second program.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,COMPLETED,10/9/2009 17:34,10/9/2009 17:37,159,1r3913901,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255134995,1,62,It seems to me that the obvious answer is the best. I think that you would be gaurenteed that no less than 200 ppl will be saved rather than take a chnace of no one being saved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,COMPLETED,10/9/2009 17:35,10/9/2009 17:37,163,1r3937697,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255134956,1,108,"Either way most people will be gone but, choice A has the ability to save more than 200 people. Just because it says there is a chance no one will survive and 1/3 chance of 600 surviving, there is a chance that maybe 300 or 400 people could survive.",,,,
605,COMPLETED,10/9/2009 17:36,10/9/2009 17:40,242,1r2394164,2,5,,,,,1255135075,2,165,"In Program A, 400 people will definitely die.    In Program B,  there is a 33% chance that nobody will die. and only a 66.6%  probability that there will be any deaths at all.  I would prefer the chance that nobody will die.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,COMPLETED,10/9/2009 17:37,10/9/2009 17:40,190,1r4044004,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135163,1,63,"If we do program A, we will save more people  ",,,,,,,,,,,,
607,COMPLETED,10/9/2009 17:37,10/9/2009 17:38,59,1r3725210,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135079,2,17,more lives saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,COMPLETED,10/9/2009 17:37,10/9/2009 17:42,282,1r2797119,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135168,2,176,"First of all, why did they question have option C & D in it, but the options in the answer space had options A & B from which to choose.    I chose the 2nd option (B?  D?) because with only 1/3 chance that no one would die, I opted (odds) it would be better if ""only"" 400 people died vs. 600 from the 1st option.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,COMPLETED,10/9/2009 17:38,10/9/2009 17:39,78,1r1361911,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135131,1,30,I would rather have the hope some may be saved. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,COMPLETED,10/9/2009 17:38,10/9/2009 17:43,304,1r1461147,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135222,1,205,"In my opinion, we must strive to save as many  people as possible no matter what the odds. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,COMPLETED,10/9/2009 17:38,10/9/2009 17:40,120,1r4045324,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135202,2,54,try to save as many as possible. Not all vax are as good as expected.,,,,,,,,,,,,,,,,,,,,
612,COMPLETED,10/9/2009 17:40,10/9/2009 17:50,649,1r2431560,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135243,1,606,"I chose A because I find the percentage of non-fatal disease a better scenerio. If there is a probabilty of 2/3 and 1/3 whats not to say that doesnt change, it's better than straight out 400 deaths."
613,COMPLETED,10/9/2009 17:40,10/9/2009 17:43,179,1r3424968,6,5,,,,,,,,,,,,,,,,,,,,,1255135409,1,8,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,COMPLETED,10/9/2009 17:41,10/9/2009 17:42,68,1r3745963,6,3,,,,,,,,,,,,,,,,,,,,,1255135308,2,29,"Option B is an estimate, while Option A sounded more definite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,COMPLETED,10/9/2009 17:41,10/9/2009 17:43,101,1r2600416,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135359,1,29,It was a better answer as far as people being saved,,,,,,,,,,,,,,,,,,,,
616,COMPLETED,10/9/2009 17:42,10/9/2009 17:44,111,1r2873966,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135413,2,40,"Because the key word was probability, which means to me that they are not sure, just a guess.",,,,
617,COMPLETED,10/9/2009 17:43,10/9/2009 17:44,54,1r2027619,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135456,1,27,To save as many as 200 is a good thing.  Losing a third is the same.,,,,,,,,,,,,,,,,
618,COMPLETED,10/9/2009 17:44,10/9/2009 17:46,112,1r2529166,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135517,2,55,i think positively and believe no one will die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,COMPLETED,10/9/2009 17:44,10/9/2009 17:47,192,1r3607059,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135537,2,115,"one third probability for 100% survival is very low for choice A. We are 100% guaranteed that 200 will live in choice B. Given that there are ONLY 2 choices, choice B is more desirable. "
620,COMPLETED,10/9/2009 17:46,10/9/2009 17:48,98,1r3544708,1,5,1255135635,1,61,"well 200 out of 600 people is 1/3 of the people who contracted the outbreak, there is a better probability that program A would work better, for certain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,COMPLETED,10/9/2009 17:47,10/9/2009 17:49,79,1r1378527,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135720,1,35,They're really the same. In a population of 300 million either case is too close to 0 to matter.,,,,,,,,,,,,,,,,
622,COMPLETED,10/9/2009 17:50,10/9/2009 17:53,184,1r1617481,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135916,2,84,IF THERE IS A POSSIBILITY THAT NOBODY WILL DIE WHY NOT TAKE THAT CHANCE.,,,,,,,,,,,,,,,,
623,COMPLETED,10/9/2009 17:50,10/9/2009 17:53,165,1r3881709,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255135970,2,35,the other is too risky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,COMPLETED,10/9/2009 17:55,10/9/2009 17:58,137,1r2795246,1,5,1255136217,1,71,"seems a better option, the other program doesn't give much chance for anyone to be saved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,COMPLETED,10/9/2009 17:56,10/9/2009 17:58,141,1r2642771,4,3,,,,,,,,,,,,,1255136298,2,31,we have zhe chance to save all of zhe people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,COMPLETED,10/9/2009 17:56,10/9/2009 17:57,84,1r2386150,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136241,2,31,The death outcome is the same with A.,,,,,,,,
628,COMPLETED,10/9/2009 17:57,10/9/2009 17:59,138,1r3635350,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136293,2,67,The percentages were better in plan B than plan A.,,,,,,,,
629,COMPLETED,10/9/2009 17:58,10/9/2009 18:01,174,1r4035696,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136342,1,137,The wording for Program B suggest that there is 100% chance that 400 people will die whereas Program A allows the chance that no one will die and only ~66% chance that 600 will die. I'll take chance rather than the guarantee chance of death. 
630,COMPLETED,10/9/2009 17:58,10/9/2009 17:59,70,1r3585676,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136378,1,13,more people saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,COMPLETED,10/9/2009 18:01,10/9/2009 18:09,513,1r3649815,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136525,1,449,"The 2/3 probability projects that 400 will die, but unlike the absolute number of 400, the probability allows some chance that fewer than 400 will die."
634,COMPLETED,10/9/2009 18:03,10/9/2009 18:04,71,1r1356348,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136630,1,21,Because overall more people would be saved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,COMPLETED,10/9/2009 18:03,10/12/2009 17:38,257675,1r255242,6,5,,,,,,,,,,,,,,,,,,,,,1255138125,1,256171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,COMPLETED,10/9/2009 18:04,10/9/2009 18:05,91,1r3909334,4,5,,,,,,,,,,,,,1255136699,2,46,Because Program a said a guaranteed number of people would die where as in b their was a probability no one would die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,COMPLETED,10/9/2009 18:04,10/9/2009 18:07,194,1r2959409,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136848,1,17,Possible less deaths  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,COMPLETED,10/9/2009 18:05,10/9/2009 18:10,278,1r3753865,2,5,,,,,1255136857,2,177,"WIth program A there is a guarentee that 400 people will die and no specific mention of what the outcome is of the other 200.  With program B there maybe only a 30% chance of everyone surviving, compared to the 60% chance that everyone will die, but there still is a chance of no fatalities.  I figure we must go with the chance that might just save everyone because although small, there is still a chance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,COMPLETED,10/9/2009 18:07,10/9/2009 18:08,37,1r1241825,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255136864,1,18,better that half live,,,,,,,,,,,,,,,,,,,,,,,,
641,COMPLETED,10/9/2009 18:09,10/9/2009 18:11,88,1r1114323,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137061,1,19,better odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,COMPLETED,10/9/2009 18:10,10/9/2009 18:11,112,1r4047751,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137062,1,56,No reason.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,COMPLETED,10/9/2009 18:11,10/9/2009 18:13,106,1r1440282,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137149,1,38,becasue it seem that more people would live more than a third,,,,,,,,,,,,,,,,
644,COMPLETED,10/9/2009 18:12,10/9/2009 18:13,86,1r4063727,3,5,,,,,,,,,1255137193,1,41,Some people would be saved for sure versus having a high probably of saving no one. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,COMPLETED,10/9/2009 18:14,10/9/2009 18:25,666,1r4042370,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137840,1,84,Because there is a chance that no one would die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,COMPLETED,10/9/2009 18:16,10/9/2009 18:17,89,1r3060352,5,5,,,,,,,,,,,,,,,,,1255137418,1,36,we rather have a possibility od 201 lives being saved than none at all.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,COMPLETED,10/9/2009 18:17,10/9/2009 18:22,298,1r4031567,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137487,1,240,"Because the first one seems to have a better chance of saving more lives than the latter. It sounds like it has more of a guarantee. The latter is based on ""if""",,,,,,,,,,,,,,,,
648,COMPLETED,10/9/2009 18:17,10/9/2009 18:19,109,1r3623894,1,5,1255137471,1,70,"In program A we know that 200 people will be saved, but in B, it's a gamble, and more people may die than saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,COMPLETED,10/9/2009 18:19,10/9/2009 18:21,130,1r3776612,1,5,1255137589,1,84,because at least they know this one will save the 200 but if they have the chance with both i think it would be smarter to do both programs give the 200 that know will be saved program A and the other 400 program B and pray for their survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,COMPLETED,10/9/2009 18:20,10/9/2009 18:22,119,1r1561612,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137728,1,35,My thinking is that your numbers are the same.,,,,,,,,,,,,,,,,
653,COMPLETED,10/9/2009 18:22,10/9/2009 18:23,104,1r4048434,1,5,1255137775,1,52,Better to save 200 people than taking the low probability of saving no one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,COMPLETED,10/9/2009 18:23,10/9/2009 18:24,60,1r2217350,4,7,,,,,,,,,,,,,1255137851,1,29,still a definite possiblity people will be alive. option B everyone may die (66% chance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,COMPLETED,10/9/2009 18:24,10/9/2009 18:25,89,1r3550659,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137898,2,39,Because B is letting me know that the people will be saved it did not stated that people will died,,,,
658,COMPLETED,10/9/2009 18:24,10/9/2009 18:26,134,1r3629021,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137923,1,79,"""A"" with some luck could be better.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,COMPLETED,10/9/2009 18:24,10/9/2009 18:28,250,1r4053877,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255137968,1,154,Because there is a chance that no one will die and there is a one third chance that 300 people will live. That is if I remember the question correctly.
660,COMPLETED,10/9/2009 18:27,10/12/2009 9:21,226468,1r1861857,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255364491,2,19,there's a chance that all people can be saved.,,,,,,,,,,,,,,,,,,,,
661,COMPLETED,10/9/2009 18:27,10/9/2009 18:31,233,1r3618699,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138142,2,149,I found it very hard to choose between the two options. I chose the second option because the outcome will result in the absolute saftey of some people. I tend to be someone who doesn't like to rely on chance.
662,COMPLETED,10/9/2009 18:29,10/9/2009 18:31,137,1r3052510,6,5,,,,,,,,,,,,,,,,,,,,,1255138249,1,58,less people would die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,COMPLETED,10/9/2009 18:30,10/9/2009 18:31,114,1r1447443,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138228,2,87,I feel there it is worth to give a try to the alternative of nobody dying.,,,,,,,,
664,COMPLETED,10/9/2009 18:30,10/9/2009 18:31,72,1r1753622,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138268,2,10,sounds better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,COMPLETED,10/9/2009 18:31,10/9/2009 18:32,61,1r1378970,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138296,1,25,The risk is worth the reward.,,,,
666,COMPLETED,10/9/2009 18:31,10/9/2009 18:31,42,1r3314488,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138305,2,10,they didnt match my choices.. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,COMPLETED,10/9/2009 18:33,10/9/2009 18:34,50,1r3930772,3,5,,,,,,,,,1255138450,2,15,there is a chance of everyone being saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,COMPLETED,10/9/2009 18:35,10/9/2009 18:37,113,1r3982850,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138573,1,54,I would rather have a 1 in 3 possibility of saving all the people that might have died from the disease than a 100% possibility of saving 1/3 of the people who would have died. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,COMPLETED,10/9/2009 18:37,10/9/2009 18:38,54,1r3643931,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138670,1,27,It seems more fair is 600 people are saved instead of 200 people.,,,,
671,COMPLETED,10/9/2009 18:38,10/9/2009 18:39,75,1r3934941,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138760,2,25,Some is better than the other choice.,,,,
672,COMPLETED,10/9/2009 18:38,10/9/2009 18:40,121,1r1853684,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138790,2,48,"There was no ""a or ""b"" in the data but survey requires an answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,COMPLETED,10/9/2009 18:39,10/9/2009 18:40,78,1r2450211,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255138825,1,22,seemed as if fewer people were involved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,COMPLETED,10/9/2009 18:42,10/9/2009 18:44,132,1r3703842,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139016,2,63,The first answer said that 400 people would die.  The second answer showed a probability that 400 people would die.  The first one sounded more definite.  The second seemed like the chances were just that - chances.,,,,,,,,,,,,,,,,,,,,,,,,
675,COMPLETED,10/9/2009 18:44,10/9/2009 18:45,60,1r3858509,4,5,,,,,,,,,,,,,1255139106,2,15,It saves one life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,COMPLETED,10/9/2009 18:44,10/9/2009 18:50,338,1r3669249,4,5,,,,,,,,,,,,,1255139148,1,275,I would rather take a chance on some dying knowing some will live.  The second is a 50/50 chance on all living or all dying.  If you're wrong you won't get a second chance.  Although you could hope and pray the second choice works.  It is not very good odds.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,COMPLETED,10/9/2009 18:44,10/9/2009 18:47,147,1r3736219,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139137,1,96,Either answer means the same thing. A percentage of people are going to die. I could have answered the other one just as easily. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,COMPLETED,10/9/2009 18:44,10/9/2009 18:46,99,1r3200184,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139129,2,62,"It seemed like a better solution, knowing how many would definitely die as opposed to the risk that more would die if choosing the other option.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,COMPLETED,10/9/2009 18:46,10/9/2009 18:47,81,1r3410370,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139245,1,28,save some of the people,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,COMPLETED,10/9/2009 18:46,10/9/2009 18:52,361,1r3923733,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139326,2,244,I wish that it were possible to go back and take a little better look at the original question. Not only was that an interesting question it is also a difficult to answer. I choose <b> because I thought the odds were better. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,COMPLETED,10/9/2009 18:48,10/9/2009 18:53,316,1r3987561,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255139395,1,202,"In program A, there is certain (100%) guaranatee that 33% (200) of all people (600) would be saved. While in program B, there is 33% chance that 200 people will be saved and 67% chance that all (600) people will not survive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,COMPLETED,10/9/2009 18:49,10/9/2009 18:55,365,1r3670531,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139400,1,318,"I would rather positively be able to save some if them than depend on the guess of someone that ""maybe"" they could be.  Statistics are for liberals and I'm no liberal.  Typically in these cases the number of deaths or illnesses are often miscalculated so I have no confidence that the numbers would be met.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,COMPLETED,10/9/2009 18:50,10/9/2009 18:52,109,1r3310350,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255139482,1,57,"I'm terrible at math; however, it seems in the long run, more people would live with Plan A.",,,,,,,,,,,,,,,,,,,,
685,COMPLETED,10/9/2009 18:51,10/9/2009 19:04,794,1r2718866,3,5,,,,,,,,,1255140017,1,279,probabilty of surviovabilty is higher with option A than with option B . Some is better than none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,COMPLETED,10/9/2009 18:51,10/9/2009 18:56,271,1r1578246,2,5,,,,,1255139569,1,212,I have changed my mind.  I opt for Program B.  I would rather take a chance on the 1/3 probability that no one would die and hope that the 2/3 probability of 600 deaths does not occur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
